r;R;A;V
2.13;67.22;5652.464563;6019.874759
4.93;67.48;13133.53785;32374.17079
7.18;19.97;5660.597117;20321.54365
4.24;45.39;7597.76359;16107.25881
4.04;38.63;6161.207139;12445.63842
5.91;70.36;16416.21564;48509.91723
4.79;56.25;10636.96614;25475.53391
2.65;78.35;8196.805151;10860.76683
4.46;71.11;12520.60383;27920.94654
2.24;69.47;6143.347103;6880.548755
4.71;38.58;7173.694324;16894.05013
2.73;66.81;7200.519909;9828.709676
3.61;31.73;4522.067188;8162.331274
3.59;28.56;4047.737948;7265.689617
1.55;21.38;1308.275281;1013.913343
2.12;38.83;3249.847546;3444.838399
3.54;47.83;6684.414608;11831.41386
3.47;73.66;10090.69144;17507.34964
5.8;82.87;18975.14351;55027.91617
6.37;74.84;18820.57761;59943.53968
2.47;20.72;2020.442248;2495.246176
6.65;32.93;8645.16154;28745.16212
3.27;47.5;6131.985214;10025.79583
3.9;64.77;9972.366722;19446.11511
1.14;67.3;3028.863155;1726.451999
6.78;73.43;19654.54339;66628.90208
6.99;40.37;11140.26859;38935.23873
4.42;83.11;14502.24669;32049.96518
1.87;84.38;6229.323201;5824.417193
5.55;35.61;7802.336802;21651.48463
3.38;32.41;4324.694839;7308.734278
2.76;33.84;3687.221039;5088.365034
7.89;13.35;4158.320944;16404.57612
3.35;43.32;5729.18692;9596.38809
5.34;62.86;13251.81519;35382.34655
4.35;32.19;5528.024643;12023.4536
2.19;84.37;7294.439064;7987.410775
3.58;51.74;7312.55571;13089.47472
2.47;40.91;3989.203299;4926.666074
1.38;70.78;3856.109709;2660.715699
6.42;85.01;21545.907;69162.36147
3.04;80.01;9602.351305;14595.57398
3.12;77.06;9491.685405;14807.02923
3.66;21.56;3115.226142;5700.863839
2.46;54.51;5293.842617;6511.426419
4.84;19.7;3764.188162;9109.335351
3.25;62.16;7975.429924;12960.07363
7.85;12.76;3954.395178;15521.00107
4.98;48.05;9446.75107;23522.41016
6.62;67.07;17528.55164;58019.50594
1.6;76.39;4825.210113;3860.168091
5.98;83.16;19632.49074;58701.14732
4.72;89.01;16585.95705;39142.85863
5.59;65.45;14443.791;40370.39583
1.25;59.97;2959.40088;1849.62555
8.75;75.37;26035.52293;113905.4128
4.31;75.36;12822.6532;27632.81765
2.04;21.97;1769.375303;1804.762809
4.09;86.93;14036.30267;28704.23895
5.18;73.07;14942.68371;38701.5508
8.28;31.07;10156.20192;42046.67596
8.04;44.05;13981.75534;56206.65645
1.7;19.89;1334.883734;1134.651174
2.42;49.58;4736.762666;5731.482826
3.41;55.04;7409.562078;12633.30334
6.33;44.21;11048.00753;34966.94384
4.34;69.03;11827.34703;25665.34305
7.62;86.16;25919.12871;98751.88039
3.54;55.34;7733.964131;13689.11651
8.94;89.13;31457.27957;140614.0397
5.7;78.09;17572.3569;50081.21715
3.53;77.04;10736.20304;18949.39837
6.51;47.63;12241.12427;39844.85949
3.63;21.31;3053.864837;5542.76468
4.05;64.25;10272.77774;20802.37493
5.45;16.58;3567.309293;9720.917824
5.62;60;13312.12242;37407.06399
8.81;27.63;9609.848257;42331.38157
6.57;57.01;14786.86634;48574.85593
2.55;78.19;7871.384555;10036.01531
4.12;32.97;5362.606125;11046.96862
5.94;52.66;12348.86482;36676.12851
6.9;71.07;19359.54486;66790.42977
8.06;47.44;15095.22042;60833.73828
8.3;29.41;9636.800172;39992.72072
4.72;22.71;4231.738957;9986.903939
8.47;69.06;23092.43453;97796.46024
4.53;48.59;8689.701091;19682.17297
6.03;63.27;15061.73088;45411.11859
6.93;44.03;12045.96666;41739.27447
2.31;13.75;1253.933239;1448.292891
8.5;29.01;9734.785605;41372.83882
6.74;22.3;5933.685123;19996.51886
8.05;76.39;24276.83838;97714.27449
3.16;53.52;6676.716316;10549.21178
1.22;65.47;3153.275441;1923.498019
7.99;31.04;9791.026559;39115.1511
6.49;56.45;14463.33281;46933.51498
8.54;28.84;9723.281594;41518.41241
3.74;47.8;7057.635672;13197.77871
5.58;75.56;16645.07993;46439.773
7.85;60.08;18619.12714;73080.07402
7.42;43.79;12827.39851;47589.64847
2.65;18.62;1947.98356;2581.078217
3.66;29.6;4276.93385;7826.788945
6.98;28.94;7974.68773;27831.66018
4.9;85.5;16539.48306;40521.73349
7.63;86.76;26133.87551;99700.73508
8.67;14.6;4997.257057;21663.10934
8.3;72.58;23782.35146;98696.75857
8.19;67.4;21792.32339;89239.56427
1.52;73.55;4413.529174;3354.282173
6.46;69.68;17770.53066;57398.81402
2.78;84.43;9266.192579;12880.00769
6.94;85.19;23340.37479;80991.10051
5.01;79.58;15739.87929;39428.39762
4.6;56.58;10274.96879;23632.42822
4.97;72.74;14272.15068;35466.29444
2.79;28.03;3087.358327;4306.864866
7.94;48.92;15334.39646;60877.55396
5.37;46.73;9906.718061;26599.538
5.02;80;15854.53251;39794.8766
7.13;63.62;17907.8287;63841.4093
6.92;52.24;14271.47955;49379.31923
3.19;62.33;7849.600364;12520.11258
6.62;41.52;10851.13261;35917.24894
4.41;67.32;11720.39999;25843.48198
8.38;37.14;12286.99424;51482.50587
2.3;16.51;1499.113952;1723.981044
7.26;33.5;9601.545946;34853.61178
7.86;18.92;5870.882856;23072.56962
2.44;79.52;7659.949994;9345.138992
5.97;70.21;16547.52481;49394.36155
7.2;77.06;21903.8894;78854.00183
7.21;68.79;19580.3437;70587.13905
3.57;69.27;9762.771855;17426.54776
6.66;79;20771.17464;69168.01155
5.99;31.09;7352.03018;22019.33039
6.13;83.44;20192.70528;61890.64169
1.01;44.89;1789.908028;903.9035541
7.18;72.16;20454.11557;73430.2749
8.06;29.63;9428.14884;37995.43982
8.74;52.17;18000.80827;78663.53212
4.96;85.25;16693.0541;41398.77417
5.93;70.51;16506.88573;48942.91618
5.94;64.83;15202.75173;45152.17264
8.03;69.69;22092.54491;88701.56782
6.99;55.96;15442.39362;53971.16571
8.69;82.58;28330.50994;123096.0657
1.62;19.09;1220.901647;988.9303342
8;79.36;25064.05777;100256.2311
1.78;58.99;4145.320701;3689.335424
2.67;12.96;1366.07958;1823.716239
4.82;65.24;12414.25687;29918.35905
8.07;20.69;6591.644274;26597.28465
8.97;35.45;12553.60384;56302.91322
2.56;63.62;6429.739336;8230.06635
3.63;15.15;2171.095837;3940.538944
3.25;80.59;10340.08844;16802.64372
7.71;49.73;15136.74776;58352.16263
7.2;43.56;12381.69507;44574.10225
3.9;62.57;9633.641899;18785.6017
1.69;27.36;1825.418865;1542.478941
2.64;45.23;4714.007307;6222.489645
8.4;10.15;3365.929885;14136.90552
8.63;18.79;6401.729398;27623.46235
6.43;81.74;20749.39045;66709.29029
6.06;71.43;17088.85682;51779.23616
2.22;24.19;2120.062087;2353.268916
1.43;27.41;1547.4079;1106.396648
1.04;34.6;1420.591379;738.7075171
1.24;52.17;2553.890418;1583.412059
3.05;47.99;5778.436246;8812.115274
3.77;66.34;9873.623304;18611.77993
7.67;37.42;11330.75591;43453.4489
1.06;87.12;3645.721326;1932.232303
6.52;66.45;17104.18234;55759.63443
4.57;82.38;14862.70043;33961.27049
3.69;24.92;3630.229995;6697.774341
6.72;65.22;17302.5377;58136.52668
7.55;66.24;19743.63038;74532.2047
1.71;12.11;817.5230196;698.9821818
5.81;25.36;5816.813215;16897.84239
2.45;42.42;4102.952463;5026.116767
3.28;20.88;2703.734699;4434.124907
5.24;38.45;7954.032622;20839.56547
6.75;52.99;14120.7391;47657.49448
3.2;71.26;9002.342523;14403.74804
6.8;17.38;4665.717306;15863.43884
1.93;58.25;4438.262403;4282.923219
5.98;81.66;19278.36934;57642.32432
4.97;17.23;3380.659283;8400.938317
7.12;59.5;16724.63683;59539.70713
2.45;62.87;6080.919881;7449.126855
3.01;48.76;5794.152604;8720.199668
6;25.47;6033.091778;18099.27533
3.76;86.68;12866.67953;24189.35753
6.07;52.44;12566.40669;38139.04431
3.71;16.86;2469.398708;4580.734604
4.69;16.23;3005.045826;7046.832462
5.29;24.94;5208.490278;13776.45679
6.63;55;14395.80498;47722.09351
3.13;89.79;11095.12108;17363.86448
4.41;44.75;7790.967018;17179.08228
6.43;24.56;6234.463291;20043.79948
2.87;65.03;7368.097896;10573.22048
2.61;69.16;7126.154414;9299.63151
6.24;50.32;12396.0968;38675.82201
3.18;21.9;2749.355959;4371.475974
7.27;60.59;17389.82054;63211.99765
2.45;63.38;6130.248164;7509.554001
3.69;74.93;10915.4548;20139.0141
2.4;49.65;4704.248242;5645.09789
1.7;33.86;2272.456674;1931.588173
8.77;49.19;17030.84328;74680.2478
6.37;83.07;20890.2376;66535.40675
8.51;55.79;18743.28281;79752.66837
8.77;79.72;27601.11459;121030.8875
3.23;15.91;2028.768246;3276.460717
6.25;53.94;13309.16153;41591.1298
4.82;16.26;3094.049919;7456.660304
3.25;60.08;7708.555821;12526.40321
6.39;87.99;22196.98112;70919.35467
6.29;73.55;18263.8806;57439.90448
3.01;12.99;1543.60218;2323.121282
6.64;46.86;12283.72543;40781.96842
8.41;85.96;28539.87978;120010.1945
2.02;22.71;1811.040825;1829.151233
7.03;33.86;9397.276717;33031.42766
1.53;32.15;1941.923623;1485.571571
5;60.67;11975.77798;29939.44495
8.66;32.6;11145.38894;48259.53413
7.41;42.45;12418.11391;46009.11204
3.62;69.75;9968.103053;18042.26653
6.08;45.06;10815.69678;32879.71822
4.14;50.81;8304.41937;17190.1481
1.89;75.95;5666.949194;5355.266989
1.15;34.74;1577.202262;906.8913005
5.47;29.31;6329.404937;17310.9225
4.13;42.07;6859.339528;14164.53613
8.84;32.5;11342.14938;50132.30025
5.9;30.77;7167.030367;21142.73958
8.36;34.99;11548.0846;48270.99361
6.5;61.89;15881.57523;51615.11948
2.64;35.27;3675.946003;4852.248724
8.92;61.5;21657.07033;96590.53367
4.78;36.36;6861.380562;16398.69954
2.41;28.07;2670.663629;3218.149673
3.31;24.42;3191.048391;5281.185087
7.02;32.31;8954.344663;31429.74977
8.6;54.49;18500.13919;79550.59851
4.72;21.41;3989.499387;9415.218553
5.67;84.34;18878.88723;53521.6453
3.34;31.02;4090.232517;6830.688303
6.14;67.84;16444.24532;50483.83313
8.58;35.98;12187.31913;52283.59908
2.74;69.66;7535.182403;10323.19989
3.24;48.97;6263.756277;10147.28517
7.56;23.92;7139.087543;26985.75091
5.67;63.82;14285.63651;40499.7795
2.53;87.64;8753.517953;11073.20021
1.31;28.7;1484.270067;972.1968937
6.89;84.08;22870.28948;78788.14725
1.82;19.18;1378.09681;1254.068097
1.68;79.8;5292.634578;4445.813045
1.09;34.93;1503.089428;819.1837384
2.16;33.64;2868.596571;3098.084297
2.75;35;3799.797694;5224.72183
6.73;68.42;18178.49273;61170.62803
1.46;71.79;4137.867176;3020.643038
4.84;22.73;4343.147052;10510.41586
2.22;67.41;5907.95309;6557.82793
1.18;67.98;3166.816538;1868.421757
5.83;71.1;16364.31732;47701.98498
3.61;48.76;6949.133189;12543.18541
4.59;33.36;6045.030052;13873.34397
3.42;58;7830.938916;13390.90555
6.08;48.09;11542.98398;35090.67131
5.26;56.8;11794.88787;31020.5551
8.09;21.76;6949.71747;28111.60716
8.15;20.99;6753.513682;27520.56825
4.92;25.67;4985.982021;12265.51577
4.97;29.53;5794.014429;14398.12586
8.75;56.5;19517.1427;85387.49933
1.8;53.43;3796.797335;3417.117601
8.93;74.22;26165.68722;116829.7934
1.92;65.1;4934.486373;4737.106918
5.07;76.47;15305.89699;38800.44888
8.03;29.3;9288.442616;37293.0971
6.8;33.77;9065.665905;30823.26408
5.05;63.33;12625.84934;31880.26959
1.33;60.4;3171.380243;2108.967862
6.36;35.18;8833.090651;28089.22827
6.42;76;19262.30952;61832.01355
5.88;81.06;18816.70872;55321.12364
8.18;24.63;7953.851021;32531.25068
2.37;58.08;5434.188392;6439.513244
7.22;43.42;12376.18388;44678.02382
3.56;88.93;12498.50381;22247.33679
7.69;12.15;3688.606731;14182.69288
1.99;58.46;4592.737503;4569.773816
2.16;62.23;5306.562563;5731.087569
8.07;25.91;8254.688407;33307.66772
1.41;39.65;2207.100154;1556.005608
8.96;13.26;4690.415004;21013.05922
3.97;40.7;6378.883238;12662.08323
1.21;51.01;2436.690839;1474.197958
1.38;26.31;1433.374491;989.0283986
8.83;47.56;16579.15097;73196.95153
8.49;43.85;14697.28192;62389.96173
6.67;50.31;13247.6818;44181.01879
7.98;57.06;17976.0553;71724.46064
8.38;53.84;17811.84087;74631.61325
4.28;50.29;8497.381979;18184.39744
4.27;11.81;1990.845278;4250.454668
2.23;21.07;1854.936877;2068.254618
3.67;79.52;11521.31823;21141.61895
2.44;79.85;7691.738016;9383.920379
5.05;28.59;5699.874195;14392.18234
1.04;40.84;1676.790518;871.9310693
1.99;16.59;1303.344427;1296.827704
6.24;32.86;8094.907407;25256.11111
3.32;82.58;10823.62405;17967.21592
3.77;10.27;1528.521425;2881.262886
1.64;11.07;716.7227759;587.7126763
8.5;56.36;18912.53074;80378.25563
5.74;68.37;15493.06022;44465.08284
6.79;80.96;21702.01256;73678.33264
5.5;14.04;3048.523407;8383.43937
1.87;27.52;2031.654118;1899.5966
7.21;73.95;21049.08296;75881.94407
3.27;10.83;1398.092629;2285.881448
7.75;67.61;20685.80256;80157.48492
4.13;72.16;11765.3896;24295.52952
2.79;39.26;4324.284264;6032.376548
6.5;37.97;9743.470857;31666.28028
1.29;14.57;742.0087024;478.595613
8.66;73.13;25001.91084;108258.274
5.48;82.68;17887.13411;49010.74746
5.98;62.79;14823.52205;44322.33093
2.39;87.66;8271.020628;9883.869651
8.27;36.25;11835.13612;48938.28785
6.55;46.56;12039.65406;39429.86705
3.67;54.29;7865.849681;14433.83416
2.23;42.79;3767.097721;4200.313959
8.61;55.2;18762.98649;80774.65685
8.22;39.15;12704.668;52216.1855
1.07;82.54;3486.64699;1865.35614
4.82;13.27;2525.09486;6085.478612
1.54;23.38;1421.428322;1094.499808
6.62;86.95;22724.13248;75216.8785
5.49;66.68;14451.99066;39670.71437
8.98;54.1;19179.32588;86115.17322
2.04;43.65;3515.395174;3585.703077
7.79;41.34;12713.57434;49519.37204
4.98;47.49;9336.653659;23248.26761
7.84;50.54;15642.67553;61319.28808
8.06;14.78;4702.937558;18952.83836
8.74;75.81;26157.58625;114308.6519
7.37;56.13;16331.35679;60181.04975
3.71;45.4;6649.507791;12334.83695
3.21;42.84;5428.929867;8713.432436
8.29;45.24;14805.96995;61370.74543
6.23;10.26;2523.452558;7860.554717
2.17;14.3;1225.054777;1329.184433
7.69;39.38;11955.33606;45968.26713
8.5;76.45;25654.06272;109029.7666
4.58;68.55;12394.60451;28383.64433
4.94;45.51;8875.514159;21922.51997
6.15;84.59;20537.79797;63153.72877
3.94;82.74;12869.79043;25353.48715
7.35;56.39;16362.48157;60132.11977
5.3;49.69;10396.91763;27551.83171
4.84;29.37;5611.888645;13580.77052
3.95;20.06;3128.151376;6178.098967
4.21;29.38;4883.077578;10278.8783
1.41;83.04;4622.385795;3258.781985
7.57;81.28;24290.65978;91940.14725
1.95;61.24;4714.433673;4596.572832
7.46;65.29;19228.4923;71722.2763
8.97;50.81;17992.90863;80698.19523
5.7;24.43;5497.40913;15667.61602
8.23;13.49;4383.000514;18036.04712
3.14;15.49;1920.174962;3014.674691
2.22;82.95;7269.911123;8069.601347
6.79;88.54;23733.89565;80576.57574
6.36;34.74;8722.614247;27737.91331
5.97;83.49;19677.43692;58737.14921
7.92;68.86;21530.39198;85260.35225
6.14;16.7;4048.037984;12427.47661
3.16;79.29;9891.570193;15628.6809
8.32;56.97;18712.39095;77843.54636
7.55;14.97;4461.988932;16844.00822
3.44;58.74;7977.23014;13720.83584
5.7;76.12;17129.05374;48817.80317
6;46.82;11090.27707;33270.83122
2.46;56.19;5456.999022;6712.108797
8.4;33.52;11115.85909;46686.60817
8.17;57.21;18452.43742;75378.20684
2.89;27.8;3171.775027;4583.214914
2.43;86.39;8287.613407;10069.45029
7.81;61.03;18817.16272;73481.02044
2.2;63.73;5535.111019;6088.622121
5.98;89.19;21056.0588;62957.6158
3.75;34.35;5085.313668;9534.963127
2.28;47.03;4233.207554;4825.856612
1.88;46.43;3446.007907;3239.247433
4.98;57.72;11347.89744;28256.26461
1.98;67.38;5266.910441;5214.241336
6.84;81.7;22061.64515;75450.82642
3.73;68.75;10123.74671;18880.78762
5.85;72.32;16702.21309;48853.9733
3.95;84.65;13200.2998;26070.5921
6.88;36.55;9927.400804;34150.25877
1.27;13.33;668.3340795;424.3921405
7.26;35.51;10177.6387;36944.82849
8.59;35.05;11886.14223;51050.98089
6.13;22.88;5537.021774;16970.97174
1.11;84.33;3695.428602;2050.962874
5.1;43.71;8800.568331;22441.44924
5.11;10.3;2077.867554;5308.9516
5.14;27.99;5679.704671;14596.841
3.17;22.65;2834.570123;4492.793645
6.05;46.18;11029.83562;33365.25274
8.86;63.93;22361.3574;99060.8133
8.48;63.3;21191.38292;89851.46356
4.48;38.82;6865.833728;15379.46755
4.67;36.31;6694.264473;15631.10754
1.39;41.12;2256.460019;1568.239713
2.08;77.86;6393.482357;6649.221651
2.06;32.2;2618.682397;2697.242868
3.83;37.2;5624.727027;10771.35226
6.26;53.1;13122.86288;41074.56082
2.4;40.45;3832.564781;4599.077737
5.27;71.59;14894.38976;39246.71701
5.01;27.88;5514.297997;13813.31648
1.94;76.45;5855.16255;5679.507674
1.98;42.55;3326.017205;3292.757033
2;16.78;1324.895695;1324.895695
7.17;13.72;3883.586688;13922.65828
1.19;35.06;1647.094852;980.0214371
2.31;33.48;3053.213443;3526.461527
4.19;13.73;2271.142043;4758.04258
5.02;19.04;3773.378737;9471.180631
3.43;72.12;9765.839328;16748.41445
6.19;53.31;13027.4396;40319.92556
4.97;61;11968.67187;29742.14958
6.01;24.12;5722.83879;17197.13056
2.92;79.39;9151.839395;13361.68552
2.44;85.77;8261.995862;10079.63495
8.1;34.2;10936.31124;44292.06054
2.81;20.53;2277.482277;3199.862599
4.18;10.93;1803.666256;3769.662476
6.87;53.24;14439.57865;49599.95266
7.31;83.13;23990.25665;87684.38807
6.67;63.44;16705.08712;55711.46555
3.74;21.96;3242.378229;6063.247289
3.76;19.42;2882.682471;5419.443045
1.91;27.98;2109.797698;2014.856802
7.55;22.99;6852.446596;25867.9859
4.27;16.36;2757.851714;5888.01341
6.17;41.45;10096.46713;31147.60109
5.7;21.84;4914.589251;14006.57936
1.69;68.61;4577.558052;3868.036554
1.23;87.41;4244.494434;2610.364077
3.28;61.13;7915.675392;12981.70764
4.63;32.39;5920.408531;13705.74575
3.91;17.24;2661.176965;5202.600967
2.64;23.31;2429.438654;3206.859023
4.55;39.08;7019.815348;15970.07992
8.75;68.84;23779.82484;104036.7337
7.15;47.46;13396.56675;47892.72614
5.69;13.12;2947.174414;8384.711207
4.52;64.72;11548.79521;26100.27717
8.53;29.55;9950.989159;42440.96876
2.05;16.28;1317.552709;1350.491527
8.5;52.71;17687.71283;75172.77953
6.89;89.03;24216.72065;83426.60263
3.85;58.48;8888.486767;17110.33703
6.04;12.43;2963.929054;8951.065744
6.47;28.07;7169.789909;23194.27035
4.68;42.15;7787.591613;18222.96438
8.8;43.38;15070.64905;66310.85582
7.33;21.81;6311.308031;23130.94393
7.34;46.46;13462.78785;49408.43141
2.04;58.39;4702.4954;4796.545308
2.34;34.72;3207.416143;3752.676887
6.47;56.4;14405.99041;46603.37898
1.59;48.34;3034.334864;2412.296217
6.44;25.72;6539.078761;21055.83361
5.93;42.8;10019.7803;29708.64859
2.34;46.96;4338.141188;5075.62519
5.98;28.88;6818.017468;20385.87223
3.74;45.76;6756.431137;12634.52623
6.8;81.61;21908.46889;74488.79424
4.66;72.3;13300.9895;30991.30554
3.89;49.59;7615.588096;14812.31885
4.34;42.94;7357.182113;15965.08519
8.54;36.63;12349.64649;52732.99052
7.4;40.14;11726.51125;43388.09163
4.35;28.31;4861.70791;10574.21471
3.03;66.93;8006.140185;12129.30238
3.74;35.91;5302.085711;9914.900279
6.08;43.84;10522.86167;31989.49949
2.52;44.66;4443.027448;5598.214585
2.36;11.45;1066.785801;1258.807245
7.03;59.76;16585.38856;58297.64079
4.54;45.21;8103.07944;18393.99033
8.24;60.71;19749.0942;81366.2681
6.83;65.79;17739.45719;60580.24632
5.67;53.48;11971.10374;33938.07909
8.41;37;12284.49921;51656.31916
1.25;67.96;3353.691575;2096.057235
1.63;49.96;3214.917042;2620.157389
6.16;50.65;12317.42421;37937.66656
7.52;20.66;6133.49329;23061.93477
7.96;26.91;8456.419173;33656.54831
8.33;81.41;26772.10335;111505.8105
2.34;33.7;3113.189055;3642.431195
7.75;55.12;16864.39043;65349.51292
8.39;57.09;18909.5738;79325.66211
8.2;54.68;17701.17497;72574.81738
8.15;66.72;21467.10018;87478.43325
5.5;62.79;13633.67413;37492.60385
3.55;24.72;3464.468015;6149.430727
6.49;26.41;6766.636308;21957.73482
6.93;22.24;6084.540052;21082.93128
7.61;42.52;12774.31583;48606.27173
7.94;57.33;17970.58359;71343.21685
1.54;51.96;3158.999811;2432.429855
4.39;80.76;13996.53606;30722.39664
3.88;52.9;8103.02417;15719.86689
6.73;28.01;7441.969911;25042.22875
3.7;62.43;9119.159161;16870.44445
7.71;78.94;24027.64666;92626.57788
6.89;46.77;12721.73452;43826.37544
2.47;64.94;6332.409245;7820.525417
1.01;68.31;2723.738414;1375.487899
8.47;85.16;28475.98791;120595.8088
8.67;26.16;8953.989357;38815.54386
5.42;33.54;7176.655205;19448.73561
7.74;82.17;25108.10779;97168.37714
4.02;85.38;13550.08253;27235.66588
5.56;86.21;18923.09516;52606.20455
1.62;10.7;684.3188908;554.2983015
5.69;16.52;3710.923881;10557.57844
2.55;38.29;3854.652956;4914.682518
3.51;77.79;10779.30163;18917.67436
2;62.56;4939.539611;4939.539611
3.58;51.51;7280.049181;13031.28803
2.75;28.43;3086.521384;4243.966903
3.92;10.93;1691.476489;3315.293919
8.88;38.13;13367.17112;59350.23978
3.41;10.67;1436.410381;2449.0797
5.41;29.07;6208.719415;16794.58602
7.01;62.71;17354.59789;60827.86561
2.35;42.08;3903.94176;4587.131568
7.84;16.02;4958.36292;19436.78265
6.44;62.4;15864.63898;51084.13753
1.75;12.11;836.6463651;732.0655694
7.38;23.7;6905.01211;25479.49468
1.43;81.77;4616.254797;3300.62218
8.83;20.26;7062.5231;31181.03949
1.25;48.06;2371.665938;1482.291211
2.9;59.62;6825.739447;9897.322198
2.18;34.2;2943.352903;3208.254664
7.77;51.18;15699.32706;60991.88562
7.53;43.35;12886.76221;48518.6597
8.08;83.73;26708.66548;107903.0085
3.94;42.34;6585.773833;12973.97445
6.12;71.16;17192.81928;52610.02701
3.82;21.29;3210.692851;6132.423346
5.36;11.85;2507.511173;6720.129942
3.05;12.53;1508.726946;2300.808593
7.79;40.82;12553.65516;48896.48685
7.62;76.88;23127.46768;88115.65186
4.94;25.19;4912.639017;12134.21837
8.42;35.89;11930.13303;50225.86007
3.12;47.44;5843.311129;9115.565362
4.7;53.64;9952.824905;23389.13853
5.91;80.35;18747.05695;55397.55329
3.38;83.24;11107.30017;18771.33728
5.49;77.9;16883.77434;46345.96055
1.72;56.99;3869.785033;3328.015129
1.72;26.58;1804.858505;1552.178314
7.67;88.97;26940.06823;103315.1616
4.72;62.49;11644.26981;27480.47676
3.83;74.86;11319.00713;21675.89865
4.92;68.06;13219.55342;32520.10142
1.06;10.7;447.7642125;237.3150326
8.01;21.15;6688.097944;26785.83227
5.3;39.8;8327.577409;22068.08014
7.3;40.54;11683.32186;42644.1248
3.08;41.51;5047.347273;7772.914801
3.21;64.22;8138.325771;13062.01286
2.46;16.57;1609.227154;1979.3494
6.2;56.72;13883.13825;43037.72857
4.86;48.71;9345.749487;22710.17125
6.69;40.24;10627.8111;35550.02812
5.1;24.9;5013.364252;12784.07884
2.9;34.82;3986.451653;5780.354897
6.78;40.33;10794.87587;36594.62919
6.43;83.91;21300.23676;68480.26117
6.28;13.94;3456.067008;10852.05041
3.1;10.13;1239.740748;1921.598159
8.89;15.97;5604.881226;24913.69705
8.16;39.51;12727.905;51929.8524
6.46;70;17852.14044;57662.41362
8.81;81.69;28412.17894;125155.6482
4.23;57.67;9630.527052;20368.56471
8.77;52.71;18249.55783;80024.31107
6.7;57.15;15116.48349;50640.2197
6.64;15.99;4191.565719;13915.99819
2.96;43.35;5065.712633;7497.254697
7.83;89.32;27610.242;108094.0974
1.57;80.9;5014.272255;3936.20372
1.45;81.32;4655.058133;3374.917147
3.58;74.5;10529.28876;18847.42688
7.32;72.84;21049.45011;77040.9874
1.24;18.65;912.9778855;566.046289
6.38;57.6;14507.84473;46280.02468
7.21;10.79;3071.259028;11071.8888
2.95;28.99;3376.214013;4979.915669
3.88;10.2;1562.397855;3031.051839
2.52;78.88;7847.425103;9887.75563
4.97;69.43;13622.70308;33852.41714
2.08;83.98;6896.026822;7171.867895
7.42;69.75;20431.85764;75802.19184
7.4;57.1;16681.21057;61720.47913
2.76;47.12;5134.215584;7085.217505
5.63;28.84;6410.079084;18044.37262
8.96;45.55;16112.24762;72182.86934
1.36;46.61;2502.521101;1701.714348
8.04;36.51;11588.51049;46585.81219
6.62;59.55;15563.22127;51514.26239
5.64;31.59;7033.774916;19835.24526
4.55;70.61;12683.44836;28854.84501
1.26;37.02;1841.478685;1160.131571
6.95;41.6;11414.0001;39663.65034
8.33;84.02;27630.41547;115080.6804
7.55;57.91;17260.77348;65159.4199
8.06;21.19;6742.574212;27172.57408
7.54;71.78;21366.55655;80551.91819
3.67;64.91;9404.536798;17257.32502
1;42.9;1693.624115;846.8120576
8.58;52.88;17911.76864;76841.48748
4.59;41.02;7433.067528;17058.88998
6.63;70.81;18533.94456;61440.0262
2.18;38.57;3319.447996;3618.198316
4.86;36.47;6997.320546;17003.48893
1.33;51.02;2678.871192;1781.449343
4.03;21.64;3442.881217;6937.405651
5.55;73.18;16034.11983;44494.68253
3.65;45.14;6504.503563;11870.719
1.09;50.6;2177.392645;1186.678991
5.26;83.16;17268.71259;45416.71412
4.07;50.95;8186.501284;16659.53011
7.06;47.21;13158.25923;46448.65509
1.6;56.79;3587.166937;2869.73355
6.73;83.07;22070.84757;74268.40208
2.19;88.43;7645.457467;8371.775926
2.37;33.17;3103.512895;3677.662781
1.14;49.48;2226.866997;1269.314189
1.89;35.83;2673.427118;2526.388627
2.35;16.6;1540.053071;1809.562358
7.07;35.73;9972.686497;35253.44677
5.52;70.37;15335.09128;42324.85194
8.9;29.51;10368.57212;46140.14594
2.76;15.16;1651.840158;2279.539418
6.41;84.5;21383.2875;68533.43645
1.37;56.88;3076.379379;2107.319875
8.15;60.15;19353.20857;78864.32494
2.11;12.06;1004.591501;1059.844034
3.11;33.41;4102.008929;6378.623885
4.93;42.49;8269.769163;20384.98099
8.8;85.62;29745.25061;130879.1027
6.91;67.64;18451.91235;63751.35718
6.79;34.11;9143.473918;31042.09395
7.15;68.4;19307.31491;69023.65082
7.26;84;24075.51819;87394.13104
5.94;58.65;13753.5306;40847.98589
1.16;48.59;2225.177321;1290.602846
5.37;49.56;10506.67552;28210.42378
6.04;64.49;15377.61743;46440.40465
1.44;62.34;3543.961757;2551.652465
3.27;36.97;4772.620913;7803.235193
7.84;54.79;16958.0964;66475.7379
7.5;65.86;19500.36438;73126.36641
2.63;70.27;7296.010305;9594.253551
6.85;10.35;2798.921112;9586.304809
1.97;87.32;6791.093188;6689.22679
7.2;12.87;3658.228089;13169.62112
5.79;11.04;2523.523619;7305.600876
5.02;49.56;9821.88289;24652.92605
2.44;72.93;7025.15283;8570.686453
1.17;86.3;3986.175304;2331.912553
4.69;23.34;4321.489192;10133.89215
3.81;22.46;3378.270838;6435.605947
6.97;64.41;17723.35;61765.87475
1.75;63.54;4389.802646;3841.077315
1.8;88.59;6295.307428;5665.776685
7.8;45.38;13973.93861;54498.36057
