r;R;A;V;V2
5.18;89.69;18341.44384;47504.33956;
8.39;34.56;11447.0988;48020.57948;
2.19;30.35;2623.992244;2873.271507;
8.58;72.9;24693.0396;105933.1399;
4.19;35.7;5905.300141;12371.60379;
3.38;29.45;3929.721167;6641.228772;
7.66;64.35;19459.74108;74530.80835;
8.58;83.27;28205.61601;121002.0927;
6.21;16.82;4123.607571;12803.80151;
8.91;78.75;27700.52519;123405.8397;
5.5;16.62;3608.722153;9923.985921;
4.83;24.73;4715.535121;11388.01732;
6.11;71.51;17249.15104;52696.15642;
4.45;65.96;11587.78409;25782.8196;
8.61;34.49;11723.46747;50469.52744;
2.49;84.97;8352.658048;10399.05927;
3.17;28.42;3556.665912;5637.31547;
7.21;19.04;5419.534003;19537.42008;
2.54;13.64;1367.753465;1737.0469;
1.88;72.3;5366.064434;5044.100568;
2.14;43.68;3690.252981;3948.57069;
1.09;72.42;3116.339433;1698.404991;
6.9;33.91;9237.120673;31868.06632;
8.15;63.44;20411.76312;83177.93473;
2.09;23.83;1966.210745;2054.690229;
6.03;52.58;12516.92444;37738.52719;
5.12;64.97;13132.35349;33618.82494;
1.07;75.28;3179.970747;1701.284349;
6.86;81.76;22142.4022;75948.43956;
3.37;36.13;4806.817119;8099.486845;
6.62;12.29;3211.956161;10631.57489;
8.48;71.72;24010.2051;101803.2696;
3.27;67.89;8764.220552;14329.5006;
3.99;24.86;3915.919512;7812.259426;
5.36;55.72;11790.59262;31598.78822;
8.31;80.25;26327.26844;109389.8004;
5.65;37.67;8402.40875;23736.80472;
1.49;31.4;1847.037246;1376.042748;
1;53.17;2099.067464;1049.533732;
1.38;61.14;3330.920424;2298.335093;
5.05;57.71;11505.41237;29051.16624;
8.8;21.11;7333.826682;32268.8374;
3.16;70.63;8811.219608;13921.72698;
8.35;14.01;4618.323466;19281.50047;
4.29;88.85;15047.85026;32277.63882;
8.95;40.56;14331.13933;64131.84851;
4.66;16.83;3096.20544;7214.158676;
7.73;71.93;21950.74633;84839.63457;
5.42;37.15;7949.09782;21542.05509;
1.94;79.68;6102.542211;5919.465944;
4.38;56.82;9825.056955;21516.87473;
8.72;14.75;5077.714072;22138.83336;
2.95;83;9666.29055;14257.77856;
6.2;33.11;8104.208523;25123.04642;
5.2;19.87;4079.068021;10605.57685;
8.22;61.56;19976.99521;82105.4503;
5.87;27.7;6419.151224;18840.20884;
5.65;33.28;7423.205819;20970.55644;
6.56;33.01;8548.877627;28040.31862;
1.1;57.24;2485.719086;1367.145497;
7.61;36.11;10848.55467;41278.75052;
8;67.19;21220.43903;84881.75612;
8.07;81.6;25997.01173;104897.9423;
6.68;52.98;13971.66465;46665.35994;
7.86;17.39;5396.123302;21206.76458;
7.68;82.22;24928.631;95725.94306;
7.39;56.02;16343.58325;60389.54011;
4.1;12.36;2000.608291;4101.246996;
8.13;81.86;26273.74755;106802.7838;
1.32;26.43;1377.307242;909.0227797;
3.67;72.3;10475.24281;19222.07055;
5.39;34.23;7283.756204;19629.72297;
5.91;58.29;13600.07405;40188.21881;
6.25;87.54;21599.62923;67498.84135;
3.59;40.26;5705.949923;10242.18011;
4.94;22.6;4407.528455;10886.59528;
8.49;42.56;14264.91034;60554.54438;
5.31;75.76;15881.59891;42165.64511;
6.8;55.84;14990.42891;50967.45828;
3.1;31.4;3842.82917;5956.385213;
5.46;42.1;9074.745941;24774.05642;
6.04;25.67;6121.002319;18485.427;
7.16;28.89;8166.20543;29235.01544;
2.33;80.58;7412.128175;8635.129324;
8.37;89.5;29573.8748;123766.6661;
3.02;72.16;8603.263095;12990.92727;
6.71;80.15;21231.7496;71232.5199;
7.39;79.01;23050.81244;85172.75195;
3.18;51.71;6491.744138;10321.87318;
5.9;35.43;8252.449981;24344.72744;
1.73;80.9;5525.280893;4779.367972;
7.18;50.4;14286.13394;51287.22083;
2.07;68.12;5566.788501;5761.626098;
4.56;75.37;13568.22681;30935.55712;
1.02;73.58;2962.918407;1511.088387;
1.66;19.21;1258.911468;1044.896518;
7.48;18.62;5498.459256;20564.23762;
4.16;32.65;5362.116593;11153.20251;
3.57;42.12;5936.30649;10596.30708;
2.41;75.72;7204.226932;8681.093453;
1.62;35.58;2275.520199;1843.171361;
4.96;33.22;6504.906243;16132.16748;
5.58;44.52;9807.291667;27362.34375;
5.51;87.04;18933.47009;52161.7101;
4.49;53.27;9442.538723;21198.49943;
8.06;61.02;19416.32272;78247.78056;
1.44;53.81;3059.040458;2202.50913;
2.46;76.08;7388.654308;9088.044799;
1.67;36.34;2395.858312;2000.54169;
5.67;49.43;11064.54109;31367.974;
6.07;75.98;18207.39093;55259.43147;
4.16;37.04;6083.087246;12652.82147;
7.25;37.24;10658.77797;38638.07014;
3.65;60.81;8762.491397;15991.5468;
4.61;89.95;16370.49569;37733.99256;
6.24;77.69;19138.56837;59712.3333;
6.85;74.71;20203.61317;69197.3751;
2.45;81.94;7925.410769;9708.628192;
5.15;57.08;11605.1546;29883.27308;
1.89;86.4;6446.667681;6092.100959;
2.04;89.03;7170.117579;7313.519931;
5.11;67.25;13566.65951;34662.81506;
2.48;31.96;3129.090962;3880.072793;
6.54;21.04;5432.293428;17763.59951;
7.95;52.1;16351.76318;64998.25864;
4.74;73.84;13817.50933;32747.4971;
4.71;14.06;2614.363458;6156.825943;
7.97;32.05;10084.30778;40185.96648;
8.24;22.94;7462.431575;30745.21809;
2.21;28.79;2511.849851;2775.594085;
4.62;59.18;10793.85732;24933.81042;
1.62;20.44;1307.240946;1058.865167;
4.58;67.3;12168.59057;27866.07241;
2.94;66.5;7718.425426;11346.08538;
8.57;46.11;15600.39809;66847.70583;
3.29;14.02;1820.973595;2995.501563;
4.12;87.11;14168.53562;29187.18339;
7.83;48.4;14961.21488;58573.15624;
3.55;66.9;9375.926789;16642.27005;
2.57;83.56;8477.958598;10894.1768;
1.87;48.52;3581.971577;3349.143425;
8.1;24.32;7776.932441;31496.57638;
2.01;14;1110.922671;1116.477285;
8.9;23.79;8358.804838;37196.68153;
1.87;58.56;4323.170972;4042.164859;
7.42;40.38;11828.50769;43883.76353;
6.2;76.23;18658.5266;57841.43246;
5.85;20.54;4743.687181;13875.285;
4.67;76.15;14039.33461;32781.84631;
2.65;46.52;4866.820365;6448.536984;
3.25;71.01;9110.927911;14805.25786;
3.45;37.45;5100.710251;8798.725182;
6.52;79.29;20409.18913;66533.95657;
1.06;56.37;2358.922304;1250.228821;
2.74;63.76;6896.974304;9448.854796;
5.24;84.76;17534.03914;45939.18255;
1.58;53.4;3330.87305;2631.38971;
2.11;86.14;7175.415583;7570.06344;
4.57;84.27;15203.68737;34740.42564;
1.66;47.91;3139.742239;2605.986058;
2.71;65.53;7010.826112;9499.669382;
7.06;35.25;9824.796397;34681.53128;
2.19;49.9;4314.240954;4724.093845;
5.87;70.43;16321.32927;47903.1014;
5.31;46.41;9728.946747;25830.35361;
2.16;30;2558.201461;2762.857578;
7.28;22.12;6357.351709;23140.76022;
7.98;50.41;15881.05411;63365.4059;
6.61;16.39;4277.008859;14135.51428;
5.59;25.63;5656.140003;15808.91131;
8.18;39.18;12652.53281;51748.85918;
5.9;57.47;13386.06549;39488.8932;
8.13;86.74;27840.03008;113169.7223;
5.24;58.3;12060.34075;31598.09277;
5.91;77.78;18147.43111;53625.65893;
7.05;32.95;9170.737713;32326.85044;
3.53;33.76;4704.753565;8303.890043;
7.23;33.36;9521.910082;34421.70494;
2.72;81.77;8780.568564;11941.57325;
5.49;11.44;2479.465705;6806.133359;
4.52;26.4;4710.880616;10646.59019;
7.25;84.13;24079.56473;87288.42214;
6.21;63.58;15587.33468;48398.67419;
7.28;69.63;20011.86255;72843.17967;
1.38;75.36;4105.6291;2832.884079;
2.2;26.76;2324.173401;2556.590741;
3.15;81.36;10117.68678;15935.35667;
8.37;12.88;4255.994497;17811.33697;
8.53;73.58;24778.13138;105678.7303;
5.84;23.91;5512.545155;16096.63185;
3.45;73.36;9991.671668;17235.63363;
7.05;21.1;5872.612011;20700.95734;
3.48;10.07;1383.465875;2407.230623;
1.1;64.81;2814.455869;1547.950728;
6.78;27.54;7371.457509;24989.24096;
5.05;86.57;17259.11539;43579.26636;
1.22;30.99;1492.592117;910.4811914;
2.09;53.79;4438.207133;4637.926454;
3.78;78.46;11708.46172;22128.99265;
5.56;31.86;6993.27006;19441.29077;
4.76;27.02;5077.524576;12084.50849;
7.58;61.07;18274.97798;69262.16655;
8.74;15.1;5210.124685;22768.24487;
4.08;36.03;5803.422136;11838.98116;
8.8;84.82;29467.32255;129656.2192;
5.01;45.47;8993.369079;22528.38954;
3.99;84.03;13236.31201;26406.44246;
3.05;21.99;2647.79773;4037.891538;
6.43;89.44;22704.00638;72993.38052;
4.11;73.04;11851.19989;24354.21577;
4.33;29.45;5034.228595;10899.10491;
6.13;78.65;19033.51235;58337.71535;
6.62;50.11;13096.10441;43348.1056;
5.21;45.08;9272.169612;24154.00184;
7.35;81.61;23680.47741;87025.75447;
1.69;22.38;1493.160606;1261.720712;
1.19;46.33;2176.551754;1295.048294;
2.18;59.1;5086.320367;5544.0892;
3.89;33.38;5126.201465;9970.461849;
8.82;18.17;6326.787518;27901.13296;
4.98;12.43;2443.769319;6084.985606;
1.73;78.33;5349.7559;4627.538854;
8;24.53;7747.244671;30988.97868;
3.54;80.28;11219.41887;19858.37141;
4.19;73.97;12235.71573;25633.82444;
7.13;12.03;3386.217844;12071.86661;
6.86;10.49;2840.922201;9744.363148;
1.05;61.4;2545.173583;1336.216131;
6.93;73.26;20042.86889;69448.54072;
6.87;65.45;17751.13491;60975.14841;
6.86;33.71;9129.407758;31313.86861;
4.19;86.05;14233.92373;29820.07021;
8.93;40.51;14281.48733;63766.84091;
3.09;30.53;3724.303116;5754.048315;
3.68;56.8;8251.936761;15183.56364;
8.08;45.93;14651.00926;59190.07742;
5.99;47.24;11171.11308;33457.48368;
3.69;48.15;7014.26863;12941.32562;
3.06;35.67;4309.077177;6592.888081;
4.34;43.92;7525.091719;16329.44903;
3.65;61.07;8799.956415;16059.92046;
7.72;19.2;5851.648971;22587.36503;
5.41;62.67;13384.94825;36206.28502;
1.04;23.06;946.7872024;492.3293452;
1.71;83.53;5638.9511;4821.303191;
1.25;66.63;3288.058706;2055.036691;
3.96;35.43;5538.932529;10967.08641;
5.95;70.78;16625.98027;49462.2913;
8.03;36.77;11656.51996;46800.92766;
2.2;44.02;3823.247874;4205.572662;
2.12;84.71;7089.739521;7515.123892;
1.55;75.64;4628.528637;3587.109693;
3.25;73.18;9389.349451;15257.69286;
5.37;32.39;6866.650931;18436.95775;
6.98;39.48;10879.08333;37968.00082;
6.45;13.8;3513.973951;11332.56599;
2.15;11.74;996.4747388;1071.210344;
2.08;34.38;2823.117434;2936.042132;
2.39;19.82;1870.084746;2234.751272;
3.07;35.32;4280.739569;6570.935238;
7.33;16.45;4760.248377;17446.3103;
7.37;60.21;17518.45701;64555.51409;
4.44;60.97;10687.0761;23725.30894;
4.89;83.55;16129.28256;39436.09585;
5.09;36.83;7400.809713;18835.06072;
7.53;69.87;20770.4285;78200.66329;
1.83;46.59;3365.918041;3079.815008;
5.28;40.35;8410.797914;22204.50649;
5.92;19.52;4562.062773;13503.70581;
5.85;58.31;13466.6212;39389.86702;
5.7;79.85;17968.40438;51209.95248;
6.63;75.6;19787.6883;65596.18671;
3.59;74.24;10521.85103;18886.72259;
6.58;79.43;20633.37127;67883.79149;
4.63;25.54;4668.330777;10807.18575;
7.89;68.46;21324.24358;84124.14093;
1.56;10.29;633.7233508;494.3042136;
4.42;21.65;3777.808216;8348.956157;
7.33;71.71;20751.2104;76053.18613;
2.27;66.91;5996.207093;6805.69505;
8.8;19.52;6781.444662;29838.35651;
3.48;48.8;6704.382791;11665.62606;
5.81;38.76;8890.365939;25826.51305;
1.61;41.48;2636.479267;2122.36581;
4.04;51.32;8185.170861;16534.04514;
1.47;83.48;4844.617703;3560.794012;
2.59;34.99;3577.696065;4633.116404;
4.43;18.74;3277.427168;7259.501178;
1.72;69.33;4707.706551;4048.627634;
5.24;86.28;17848.47684;46763.00933;
6.02;72.81;17304.02999;52085.13026;
6.08;34.51;8283.393164;25181.51522;
4.87;62.06;11931.64901;29053.56533;
3.25;37.96;4870.45238;7914.485117;
4.03;33;5250.234757;10579.22304;
1.72;56.85;3860.27863;3319.839622;
7.06;68.88;19198.07024;67769.18793;
3.87;65.6;10022.46483;19393.46945;
5.92;70.18;16401.92446;48549.69639;
4.7;28.69;5323.388265;12509.96242;
8.24;30.5;9921.715912;40877.46956;
5.86;81.77;18916.96022;55426.69343;
8.38;43.75;14473.77485;60645.11664;
8.5;56.93;19103.80367;81191.1656;
5.18;83.42;17059.24011;44183.43189;
1.35;50.52;2692.507037;1817.44225;
3.97;73.8;11566.62366;22959.74797;
6.59;29.97;7797.078277;25691.37292;
7.36;25.81;7499.383374;27597.73081;
4.1;22.99;3721.196165;7628.452138;
6.3;35.55;8841.783799;27851.61897;
5.91;14.4;3359.771252;9928.124049;
4.35;31.66;5437.007151;11825.49055;
7.03;28.95;8034.588333;28241.57799;
8.67;25.63;8772.582081;38029.14332;
4.87;65.42;12577.64225;30626.55887;
2.82;33.45;3723.959654;5250.783112;
5.49;75.72;16411.28874;45048.98758;
6.33;76.36;19082.24056;60395.29137;
2.2;58.34;5066.975943;5573.673537;
3.15;12.79;1590.526228;2505.078809;
3.38;59.99;8004.88872;13528.26194;
4.88;89.31;17205.98928;41982.61385;
6.07;17.27;4138.479091;12560.28404;
8.41;19.15;6358.058373;26735.63546;
5.36;61.68;13051.75436;34978.70168;
3.55;44.51;6238.004505;11072.458;
3.77;59.08;8793.091118;16574.97676;
6.59;75.38;19611.06975;64618.47484;
6.25;35.99;8880.17656;27750.55175;
2.64;75.33;7851.120283;10363.47877;
6.78;29.25;7829.162387;26540.86049;
2.1;34.11;2827.878531;2969.272458;
2.49;71.1;6989.219574;8701.57837;
7.66;88.56;26780.95836;102571.0705;
1.93;79.32;6043.656203;5832.128236;
1.4;10.55;583.096228;408.1673596;
4.47;57.68;10178.70462;22749.40482;
6.21;69.79;17109.78433;53125.88034;
3.32;44.23;5797.152963;9623.273919;
3.19;23.07;2905.34703;4634.028513;
5.88;47.8;11095.96197;32622.12818;
4.22;63.72;10615.68333;22399.09182;
8.69;12.49;4284.912438;18617.94454;
2.43;64.87;6223.144828;7561.120967;
5.31;46.19;9682.82806;25707.9085;
5.1;40.02;8057.62399;20546.94117;
5.14;65.27;13244.52747;34038.4356;
8.22;40.34;13090.83799;53803.34414;
5.95;84.81;19921.57935;59266.69857;
2.81;59.38;6587.281909;9255.131082;
5.14;56.58;11481.16078;29506.58321;
4.11;32.64;5296.045513;10883.37353;
1.59;60.1;3772.518108;2999.151896;
2.97;55.43;6499.217403;9651.337843;
6.25;21.45;5292.57536;16539.298;
1.3;17.55;900.7000976;585.4550635;
6.42;46.3;11734.80172;37668.71352;
6.09;50.52;12146.19841;36985.17417;
1.26;35.69;1775.320753;1118.452074;
4;43.35;6845.557613;13691.11523;
7.25;82.68;23664.54786;85783.98601;
3.21;17.01;2155.604506;3459.745232;
1.16;52.8;2417.974121;1402.42499;
7.9;77.12;24052.14697;95005.98053;
2.48;77.03;7541.73582;9351.752417;
8.2;51;16509.87424;67690.48439;
1.73;87.81;5997.21774;5187.593345;
1.64;15.32;991.8873466;813.3476242;
5.76;56.47;12841.03435;36982.17894;
5.43;21.83;4679.64924;12705.24769;
1.41;16.59;923.4751968;651.0500137;
4.53;52.89;9458.701187;21423.95819;
6.13;79.97;19352.95591;59316.80987;
1.15;54.83;2489.291883;1431.342833;
4.49;84.08;14903.86063;33459.16712;
8.46;77.87;26007.59985;110012.1473;
1.24;49.91;2443.2561;1514.818782;
3.51;58.74;8139.557498;14284.92341;
5.35;50.34;10632.28795;28441.37027;
4.72;40.66;7576.50841;17880.55985;
8.29;43.55;14252.87337;59078.16011;
4.19;79.66;13176.92463;27605.65709;
2.97;43.88;5144.969505;7640.279714;
7.35;44.13;12805.04188;47058.52891;
8.32;37.57;12340.25852;51335.47546;
3.45;52.3;7123.28828;12287.67228;
7.99;39.88;12579.45036;50254.90419;
4.91;88.54;17162.50775;42133.95654;
8.35;26;8570.764462;35782.94163;
4.54;85.69;15358.39144;34863.54858;
5.44;49.27;10581.3529;28781.27988;
1.98;37.16;2904.695636;2875.64868;
1.86;74.81;5493.287583;5108.757452;
3.44;60.41;8204.025754;14110.9243;
7.26;23.13;6629.365902;24064.59822;
8.21;19.02;6164.720718;25306.17855;
7.15;16.15;4558.671577;16297.25089;
5.09;76.42;15356.22803;39081.60033;
5.18;17.87;3654.382891;9464.851688;
5.4;84.85;18088.61616;48839.26364;
3.27;15.42;1990.636042;3254.689929;
2.33;41.01;3772.293081;4394.721439;
6.37;28.89;7265.185557;23139.616;
4.97;55.31;10852.24985;26967.84088;
8.85;56.18;19628.39288;86855.63851;
1.44;50.45;2868.028082;2064.980219;
3.6;57.61;8187.665897;14737.79862;
7.71;20.42;6215.411006;23960.40943;
1.15;54.31;2465.683789;1417.768179;
1.7;43.55;2922.784647;2484.36695;
7.4;65.63;19173.16725;70940.71883;
5.29;41.7;8708.662575;23034.41251;
5.74;60.34;13673.4131;39242.6956;
4.95;22.47;4391.046216;10867.83938;
4.34;11.09;1900.119926;4123.26024;
6.44;73.55;18699.42624;60212.15249;
4.49;75.74;13425.52812;30140.31063;
4.36;37.66;6482.261422;14131.3299;
5.87;74.62;17292.31279;50752.93804;
4.89;34.78;6714.260291;16416.36641;
8.73;29.27;10087.80556;44033.27128;
1.06;47.1;1970.999477;1044.629723;
1.11;10.49;459.6827467;255.1239244;
7.06;44.29;12344.40376;43575.74526;
7.23;86.59;24715.29358;89345.78631;
5.65;75.68;16880.65554;47687.8519;
7.57;22.54;6736.115543;25496.19733;
2.9;68.3;7819.490175;11338.26075;
3.62;32.9;4701.80058;8510.25905;
2.61;31.79;3275.599318;4274.65711;
3.06;89.01;10752.76029;16451.72324;
1.89;12.87;960.2848733;907.4692053;
7.18;63.85;18098.6042;64973.98908;
3.84;20.6;3122.900746;5995.969433;
8.98;59.37;21047.62621;94503.84166;
7.43;38.35;11249.00005;41790.03519;
2.64;75.91;7911.569636;10443.27192;
1.72;29.71;2017.394514;1734.959282;
7.94;26.23;8222.020016;32641.41947;
6;39.59;9377.703318;28133.10995;
5.08;64.97;13029.75698;33095.58273;
4.49;33.82;5994.868774;13458.4804;
8.8;66.41;23071.50308;101514.6135;
4.16;55.84;9170.61533;19074.87989;
4.2;64.1;10628.37959;22319.59713;
2.79;75.21;8283.989289;11556.16506;
7.79;35.34;10868.3531;42332.23531;
4.24;75.06;12564.18011;26636.06183;
3.11;62.04;7617.139598;11844.65207;
1.78;50.11;3521.309041;3133.965046;
6.43;55.77;14157.00398;45514.76779;
3.42;52.53;7092.400367;12128.00463;
1.46;81.91;4721.168692;3446.453145;
1.46;81.62;4704.45353;3434.251077;
4.83;65.81;12548.70062;30305.112;
7.52;85.56;25400.85604;95507.21873;
5.97;37.36;8805.23468;26283.62552;
8.23;12.57;4084.085727;16806.01277;
5.22;18.18;3746.486039;9778.328563;
4.22;63.78;10625.67926;22420.18325;
1.1;82.87;3598.734114;1979.303762;
2.97;25.98;3046.178389;4523.574908;
3.75;51.79;7667.202179;14376.00409;
8.77;59.1;20461.94019;89725.60775;
1.09;12.96;557.6879184;303.9399156;
5.8;27.23;6234.984406;18081.45478;
3.35;83.8;11082.77617;18563.65009;
3.79;73.13;10941.94481;20734.98542;
8.77;45.41;15722.11005;68941.45259;
1.73;63.95;4367.635514;3778.00472;
7.58;50.08;14986.25998;56797.92534;
5.6;87.45;19333.37067;54133.43787;
3.9;12.68;1952.286707;3806.959079;
6.94;29.42;8060.498019;27969.92812;
6.26;52.35;12937.51171;40494.41166;
1.22;29.59;1425.16298;869.3494177;
1.35;18.18;968.9188033;654.0201922;
7.07;68.06;18996.39079;67152.24145;
1.02;15.25;614.0867858;313.1842608;
1.23;40.13;1948.650745;1198.420208;
5.18;39.23;8022.464511;20778.18308;
7.01;18.38;5086.549342;17828.35544;
6.63;30.27;7922.927577;26264.50492;
1.33;48.72;2558.106713;1701.140964;
1.25;47.56;2346.991927;1466.869954;
7.03;16.16;4484.937736;15764.55614;
5.84;72.77;16777.41158;48990.04182;
8.49;74.73;25047.38603;106326.1537;
5.93;71.69;16783.13201;49761.9864;
8.88;55.57;19481.08312;86496.00904;
3.54;55.53;7760.517315;13736.11565;
7.58;16.36;4895.671193;18554.59382;
8.69;21.32;7314.198012;31780.19036;
1.24;78.41;3838.423378;2379.822494;
5.15;59.73;12143.9363;31270.63597;
6.94;88.02;24115.7388;83681.61365;
5.16;33.62;6848.684303;17669.6055;
8.33;50.73;16682.82524;69483.96713;
5.89;66.61;15488.68207;45614.16868;
8.96;18.03;6377.69099;28572.05563;
1.21;24.09;1150.752447;696.2052304;
6.59;64;16650.41741;54863.12536;
1.25;65.61;3237.723724;2023.577327;
4.22;24.11;4016.700016;8475.237035;
8.34;36.7;12083.4751;50388.09118;
6.26;81.74;20200.80625;63228.52357;
4.2;80.89;13412.31864;28165.86914;
4.81;39.75;7548.17475;18153.36027;
6.48;89.31;22847.29725;74025.24308;
3.74;26.75;3949.618289;7385.786201;
8.45;21.38;7132.210403;30133.58895;
8.11;51.2;16392.7023;66472.40782;
7.72;36.28;11057.17837;42680.7085;
4.11;69.93;11346.5828;23317.22766;
8.47;40.47;13532.44752;57309.91523;
3.71;71.92;10533.75772;19540.12056;
1.82;82.1;5898.944115;5368.039145;
3.83;58.92;8908.841839;17060.43212;
3.5;22.56;3117.215854;5455.127745;
6.63;30.52;7988.363054;26481.42352;
2.86;68.31;7712.764221;11029.25284;
7.49;73.86;21839.91067;81790.46547;
3.93;37.27;5782.447253;11362.50885;
6.64;47.45;12438.38608;41295.44178;
5.7;73.01;16429.21983;46823.27653;
2.46;12.69;1232.413554;1515.868671;
4.71;84.94;15794.02789;37194.93567;
1.93;54.41;4145.679955;4000.581156;
2.1;14.62;1212.066377;1272.669696;
8.29;50.51;16530.7149;68519.81326;
8.8;50.92;17690.12101;77836.53247;
6.02;70.47;16747.90541;50411.19529;
6.81;54.13;14552.74353;49552.09173;
4.41;81.08;14116.01354;31125.80985;
5.61;65.06;14409.09341;40417.50703;
4.68;41.84;7730.316325;18088.9402;
4.53;65.33;11683.43635;26462.98333;
8.14;16.2;5205.939973;21188.17569;
8.23;21.58;7011.501193;28852.32741;
8.82;52.08;18134.23742;79971.98703;
6.83;53.59;14449.87857;49346.33531;
5.82;35.28;8106.087695;23588.71519;
4.74;22.01;4118.680665;9761.273176;
4.04;46.94;7486.592366;15122.91658;
4.94;63.44;12372.28342;30559.54004;
6.42;40.76;10330.68074;33161.48516;
8.78;86.53;29993.07243;131669.588;
7.53;86.27;25645.69724;96556.05012;
5.49;26.64;5773.860697;15849.24761;
2.89;49.61;5660.135219;8178.895392;
6.19;36.32;8875.569429;27469.88738;
5.63;19.53;4340.805981;12219.36884;
2.32;44.53;4078.499531;4731.059456;
2.27;11.8;1057.468894;1200.227195;
2.5;87.52;8637.877772;10797.34721;
5.62;11.04;2449.430525;6882.899774;
3.87;23.14;3535.363358;6840.928097;
1.61;43.69;2776.947425;2235.442677;
7.7;18.2;5532.505443;21300.14596;
8.23;59.14;19215.02227;79069.81664;
7.61;76.81;23076.08652;87804.50921;
4.83;87.94;16768.46577;40495.84484;
5.22;17.66;3639.325823;9498.640397;
7.44;16.58;4869.868099;18115.90933;
6.16;70.48;17139.82346;52790.65625;
6.43;38.94;9884.772009;31779.54201;
8.39;56.85;18830.08006;78992.18586;
3.96;17.41;2721.784232;5389.132779;
1.16;74.99;3434.164382;1991.815342;
6.06;49.6;11866.26485;35954.7825;
7.83;76.32;23591.73387;92361.63811;
9;55.68;19783.42463;89025.41083;
7.14;30.47;8588.758725;30661.86865;
3.81;13.05;1962.886662;3739.299092;
2.68;34.31;3630.072081;4864.296589;
2.29;10.46;945.6423282;1082.760466;
2.9;64.52;7386.727761;10710.75525;
2.51;24.88;2465.379805;3094.051656;
3.4;77.09;10347.53012;17590.80121;
2.74;64.75;7004.063459;9595.566939;
7.29;40.29;11595.3679;42265.11598;
3.57;60.93;8587.349345;15328.41858;
8.75;87.59;30256.75273;132373.2932;
3.45;73.5;10010.73974;17268.52606;
4.16;37.79;6206.259909;12909.02061;
5.42;39.21;8389.882248;22736.58089;
5.34;73.74;15545.47967;41506.43071;
5.65;56.66;12638.18635;35702.87644;
6.35;87.53;21942.71642;69668.12463;
7.49;58.05;17164.99884;64282.92067;
6.6;39.2;10213.8562;33705.72547;
7.32;31.14;8998.900005;32935.97402;
4.6;72.65;13193.29238;30344.57247;
7.86;19.11;5929.839925;23304.2709;
3.1;64.21;7858.218503;12180.23868;
6.13;54.7;13237.54769;40573.08366;
1.88;62.29;4623.127989;4345.74031;
4.72;65.79;12259.18564;28931.67812;
1.31;68.89;3562.765327;2333.611289;
